id;cost;brand;model;gender;size;color;item;rev;sale
243;60;karrimor;Tempo5;men;39,40,41,44,45;red;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
244;63;skechers;Dlite;women;37,38,39;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
245;68;skechers;Dlite;women;37,38,39.5,40;white;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
246;58;adidas;Ultimate_future;boy;30,31,31.5,32;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
247;58;adidas;Ultimate_future;boy;29,30.5,31,31.5,32;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
248;58;mizuno;Wave_Rider;men;40,41,43,45;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
249;61;mizuno;Wave_Rider;men;40,41.5,42,45;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
250;45;new-balance;Balance_680v6;boy;33,34,35,36;navy;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
251;49;new-balance;Balance_680v6;boy;31,34,35,36,37;pink;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
252;49;new-balance;Balance_519v2;boy;31,34,35,36,37;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
253;55;new-balance;Balance_519v2;boy;30,32,33,36,37;pink;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
254;50;puma;Wired;girl;30,32,33,36,37;pink;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
255;55;puma;Wired;girl;31,32,34,36,37;silver;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
256;45;puma;Wired;girl;30,32,33,36,37;gray;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
257;45;karrimor;Duma;women;36,37,38,39;blue;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
258;48;karrimor;Duma;women;36.5,37,38,40;black;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
259;63;karrimor;Rapid;women;35,37,38.5,39;rosybrown;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
260;61;karrimor;Rapid;women;35,37.5,39,40;navy;shoes;Run faster and further than before in these karrimor Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
261;69;karrimor;Sabre;women;35,37;navy;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
262;63;karrimor;Sabre;women;35,37,38.5,39;aqua;shoes;Run faster and further than before in these adidas Lite Racer Reborn Men's Running Shoes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
263;63;karrimor;X_Exel_T_Shirt;women;10,12,14;white;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
264;20;karrimor;X_Exel_T_Shirt;women;8,12,14;gray;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
265;23;karrimor;XLite_Mistral_Top;women;10,12,14;maroon;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
266;33;karrimor;XLit_Mistral_Top;women;6,8,14;rosybrown;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
267;59;skechers;Liberation;men;40,42,44,45;black;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
268;55;skechers;Liberation;men;40.5,43,44,45;gray;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
269;67;skechers;GRF_Valor;men;40.5,43,44,45;red;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
270;67;skechers;GRF_Valor;men;40.5,41,43,44;black;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
271;67;skechers;GRF_Valor;men;40,43.5,44,45;navy;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
272;47;skechers;Track_Scloric;men;40.5,43,44,45;navy;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
273;49;skechers;Track_Scloric;men;40,41,42,44,45;black;shoes;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
274;9;adidas;Run_It_T_Shirt;men;10,12,14,16;blue;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
275;19;adidas;Responce_T_Shirt;men;8,10,12,16;white;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
276;23;adidas;OTR_Short_T_Shirt;men;8,10,12,16;gray;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
278;23;adidas;OTR_Short_T_Shirt;men;8,10,12,14;navy;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
279;20;adidas;OTR_Short;men;8,10,12,14;navy;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
280;26;adidas;OTR_Short;men;10,12;black;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
281;36;adidas;Supernova_T_Shirt;men;8,12,14;black;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
282;38;adidas;Supernova_T_Shirt;men;10,12,14;green;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
283;31;adidas;Supernova_T_Shirt;men;10,12,16;gray;clothing;Run faster and further than before in these karrimor x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
284;31;nike;MD_Runner;boy;35,37,38;gray;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
285;39;nike;MD_Runner;boy;34,36,37,38;black;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
286;34;nike;MD_Runner;boy;35,37,38;blue;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
287;42;nike;Flex_Expirence;boy;35,37,38;black;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
288;34;nike;Flex_Expirence;boy;34,37.5,38;gray;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
289;44;skechers;Ultra_Flex;girl;34,37.5,38;pink;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
290;41;skechers;Ultra_Flex;girl;32,37.5,38;gray;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
291;49;skechers;GR_Fast;girl;32,37.5,38;red;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
292;41;skechers;GR_Fast;girl;32,37.5,38;black;shoes;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
293;15;nike;Swoosh_Thru_T_Shirt;boy;8,10,12;blue;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
294;16;nike;Swoosh_Thru_T_Shirt;boy;8,10,12;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
295;19;nike;Swoosh_Thru_T_Shirt;boy;8,10,12;white;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
296;14;nike;Swoosh_Thru_T_Shirt;boy;6,8,12,13;gray;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
297;24;new-balance;Liverpool_6_T_Shirt;boy;6,8,12,13;red;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
298;28;new-balance;Liverpool_6_T_Shirt;boy;6,8,12,13;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
299;11;asics;Core_Short_T_Shirt;men;6,8,12,13;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
300;11;asics;Core_Short_T_Shirt;men;6,8,11,13;red;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
301;12;asics;Core_Short_T_Shirt;men;7,8,12;blue;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
302;11;asics;Core_Short_T_Shirt;men;10,12,13;gray;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
303;81;asics;Gel_Cool_T_Shirt;women;8,10,12;purple;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
304;15;asics;Gel_Cool_T_Shirt;women;10,11,12;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
305;15;asics;Seamless_Short_T_Shirt;men;10,11,12;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
306;18;asics;Seamless_Short_T_Shirt;men;10,11,12;blue;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
307;14;puma;Box_QT_T_Shirt;boy;10,11,12;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
308;12;puma;Box_QT_T_Shirt;boy;6,8,10,11;white;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
309;12;puma;Box_QT_T_Shirt;boy;4,6,10;red;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
310;12;reebok;Delta_Logo_T_Shirt;boy;4,6,10;red;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
311;15;reebok;Short_Logo_T_Shirt;boy;4,6,10;black;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
312;12;reebok;Short_Logo_T_Shirt;boy;4,6,10;white;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
313;12;reebok;Short_Logo_T_Shirt;boy;4,6,8;gray;clothing;Run faster and further than before in these Nike x Exel T shirt Running clothes. They are with a lightweight mesh upper that hugs the foot thanks to a sock-like construction and allows for breathability. The OrthoLite Float sockliner, combined with a Cloudofam midsole & outsole offers support and bounceback with every step taken.The look is completed with iconic adidas three stripe branding.;
